	CO_ANO	CO_MES	SH4	CO_PAIS	SG_UF_MUN	CO_MUN	KG_LIQUIDO	VL_FOB	VALOR AGREGADO
1102	2023.0	4.0	709.0	580.0	SP	3448500.0	5641.0	9468.0	1.6784258110264139
1107	2023.0	7.0	2915.0	63.0	SP	3413009.0	5855.0	48589.0	8.29871904355252
1108	2023.0	9.0	8432.0	249.0	SP	3452205.0	882.0	21152.0	23.98185941043084
1109	2023.0	12.0	714.0	149.0	SP	3441059.0	422.0	1573.0	3.727488151658768
1110	2023.0	4.0	9020.0	249.0	SP	3449904.0	10.0	31759.0	3175.9
1112	2023.0	4.0	407.0	163.0	SP	3448500.0	679.0	2337.0	3.4418262150220915
1115	2023.0	7.0	8708.0	239.0	SP	3423107.0	511.0	7899.0	15.457925636007827
1116	2023.0	6.0	2836.0	301.0	SP	3448500.0	1.0	2.0	2.0
1121	2023.0	10.0	4911.0	158.0	SP	3418800.0	319.0	50.0	0.15673981191222572
1123	2023.0	7.0	1806.0	351.0	SP	3448500.0	194.0	1951.0	10.056701030927835
1131	2023.0	3.0	8708.0	97.0	SP	3447809.0	6815.0	59477.0	8.727366104181952
1132	2023.0	2.0	7009.0	196.0	SP	3440606.0	4.0	430.0	107.5
1133	2023.0	5.0	2009.0	301.0	SP	3448500.0	349.0	680.0	1.9484240687679084
1138	2023.0	2.0	6804.0	586.0	SP	3451702.0	86.0	5266.0	61.23255813953488
1140	2023.0	12.0	203.0	538.0	SP	3448500.0	1096.0	4266.0	3.8923357664233578
1142	2023.0	9.0	9021.0	573.0	SP	3450308.0	1.0	1692.0	1692.0
1143	2023.0	12.0	3923.0	586.0	SP	3413009.0	9033.0	57236.0	6.336322373519318
1144	2023.0	5.0	8512.0	63.0	SP	3456701.0	6222.0	274916.0	44.18450658952106
1147	2023.0	5.0	3902.0	158.0	SP	3436505.0	398750.0	506404.0	1.26997868338558
1149	2023.0	5.0	3301.0	361.0	SP	3422703.0	19000.0	86050.0	4.528947368421052
1150	2023.0	1.0	7326.0	845.0	SP	3413801.0	12.0	40.0	3.3333333333333335
1151	2023.0	3.0	7616.0	586.0	SP	3443303.0	170.0	1633.0	9.605882352941176
1155	2023.0	11.0	2008.0	476.0	SP	3448500.0	696.0	3934.0	5.652298850574713
1156	2023.0	5.0	6403.0	97.0	SP	3406508.0	417.0	17799.0	42.68345323741007
1159	2023.0	9.0	705.0	476.0	SP	3448500.0	1049.0	2999.0	2.858913250714967
1160	2023.0	8.0	2203.0	741.0	SP	3448500.0	306.0	725.0	2.369281045751634
1164	2023.0	4.0	8708.0	586.0	SP	3440002.0	1503.0	14655.0	9.750499001996008
1166	2023.0	7.0	703.0	476.0	SP	3448500.0	4988.0	9395.0	1.8835204490777866
1167	2023.0	2.0	3926.0	63.0	SP	3456701.0	1516.0	99602.0	65.7005277044855
1172	2023.0	10.0	8482.0	249.0	SP	3409205.0	2075.0	41091.0	19.80289156626506
1174	2023.0	12.0	8452.0	403.0	SP	3420509.0	108.0	7527.0	69.69444444444444
1175	2023.0	4.0	6804.0	351.0	SP	3448500.0	50.0	172.0	3.44
1176	2023.0	4.0	2526.0	249.0	SP	3404107.0	100.0	135.0	1.35
1178	2023.0	10.0	7318.0	647.0	SP	3456701.0	37.0	2382.0	64.37837837837837
1180	2023.0	3.0	4009.0	586.0	SP	3452205.0	85.0	3972.0	46.72941176470588
1182	2023.0	1.0	704.0	434.0	SP	3448500.0	2060.0	3598.0	1.7466019417475729
1186	2023.0	5.0	803.0	776.0	SP	3450704.0	277.0	290.0	1.0469314079422383
1187	2023.0	8.0	3504.0	249.0	SP	3416200.0	52500.0	459764.0	8.757409523809525
1188	2023.0	7.0	4009.0	850.0	SP	3452403.0	13.0	1413.0	108.6923076923077
1192	2023.0	11.0	2101.0	623.0	SP	3412407.0	5808.0	54837.0	9.44163223140496
1193	2023.0	10.0	9021.0	580.0	SP	3413108.0	5.0	1293.0	258.6
1196	2023.0	12.0	8501.0	275.0	SP	3404107.0	17.0	64869.0	3815.823529411765
1197	2023.0	11.0	3004.0	158.0	SP	3413009.0	4896.0	217519.0	44.427900326797385
1198	2023.0	3.0	8483.0	580.0	SP	3452205.0	62.0	2023.0	32.62903225806452
1199	2023.0	2.0	8421.0	249.0	SP	3425904.0	1390.0	23401.0	16.835251798561153
1200	2023.0	3.0	510.0	351.0	SP	3442404.0	77.0	5106281.0	66315.33766233767
1202	2023.0	9.0	303.0	351.0	SP	3448500.0	861.0	4031.0	4.681765389082463
1204	2023.0	10.0	8487.0	845.0	SP	3452205.0	6.0	545.0	90.83333333333333
1206	2023.0	6.0	8429.0	357.0	SP	3438709.0	37525.0	382849.0	10.202504996668887
1208	2023.0	8.0	6307.0	589.0	SP	3452403.0	7.0	299.0	42.714285714285715
1210	2023.0	2.0	807.0	83.0	SP	3448500.0	79.0	104.0	1.3164556962025316
1212	2023.0	6.0	401.0	434.0	SP	3448500.0	6155.0	9381.0	1.5241267262388303
1214	2023.0	6.0	2905.0	361.0	SP	3436505.0	15440.0	23334.0	1.5112694300518135
